customer_id,signup_date,age,income_segment,region,contract_type
CUST001658,2023-03-25,57,Low,West,Monthly
CUST001659,2023-02-11,29,Medium,South,Annual
CUST001660,2022-10-10,55,High,East,Monthly
CUST001661,2023-04-18,57,Medium,North,Monthly
CUST001662,2023-02-20,40,Low,West,Monthly
CUST001663,2023-08-23,18,Medium,South,Monthly
CUST001664,2022-05-01,34,Medium,East,Monthly
CUST001665,2022-01-03,57,Medium,East,Monthly
CUST001666,2022-11-12,41,Low,East,Monthly
CUST001667,2023-04-05,30,Low,West,Monthly
CUST001668,2022-08-15,35,Low,North,Monthly
CUST001669,2022-03-20,52,Low,North,Monthly
CUST001670,2023-10-19,48,High,East,Annual
CUST001671,2023-06-28,39,Low,East,Monthly
CUST001672,2023-12-24,37,Medium,South,Monthly
CUST001673,2022-03-12,37,Medium,South,Monthly
CUST001674,2022-07-16,30,Medium,East,TwoYear
CUST001675,2022-02-27,61,High,South,Annual
CUST001676,2023-02-28,38,Medium,West,Annual
CUST001677,2023-04-14,56,High,East,Monthly
CUST001678,2023-09-16,60,Low,South,Monthly
CUST001679,2022-02-17,53,Low,East,Annual
CUST001680,2023-03-11,36,Low,North,Monthly
CUST001681,2022-07-04,46,Low,West,Monthly
CUST001682,2022-06-14,41,Medium,East,Monthly
CUST001683,2023-12-28,31,High,North,Monthly
CUST001684,2022-11-27,45,Low,East,Monthly
CUST001685,2022-11-26,27,High,North,Monthly
CUST001686,2022-05-01,56,Medium,South,Annual
CUST001687,2022-08-01,36,Medium,North,Monthly
CUST001688,2023-05-22,44,Low,West,Monthly
CUST001689,2023-07-07,45,Low,West,Annual
CUST001690,2022-06-17,38,High,South,Monthly
CUST001691,2023-06-30,49,Low,East,Annual
CUST001692,2023-03-03,36,Medium,West,Annual
CUST001693,2023-12-10,52,Medium,South,Monthly
CUST001694,2023-12-04,25,High,West,Monthly
CUST001695,2022-08-09,43,Medium,South,Annual
CUST001696,2022-01-10,65,Low,West,Monthly
CUST001697,2022-04-30,29,Medium,South,Monthly
CUST001698,2023-09-27,33,Low,West,Monthly
CUST001699,2022-09-04,48,Medium,East,Annual
CUST001700,2022-12-26,44,Low,North,TwoYear
CUST001701,2022-08-09,46,Medium,West,Monthly
CUST001702,2023-05-21,47,Low,South,Monthly
CUST001703,2022-02-27,49,High,East,Monthly
CUST001704,2023-04-05,55,Medium,West,Monthly
CUST001705,2022-05-08,46,High,South,Monthly
CUST001706,2023-11-30,39,Low,North,Monthly
CUST001707,2023-12-18,50,Medium,South,Annual
CUST001708,2022-03-27,64,Medium,West,Monthly
CUST001709,2022-04-14,40,Medium,South,TwoYear
CUST001710,2022-05-23,30,High,South,Monthly
CUST001711,2022-07-24,55,High,North,Monthly
CUST001712,2023-10-03,40,Low,West,Annual
CUST001713,2022-02-07,18,High,West,Monthly
CUST001714,2022-12-29,52,Medium,North,Monthly
CUST001715,2023-09-13,35,High,East,Monthly
CUST001716,2022-11-05,40,Medium,South,TwoYear
CUST001717,2022-02-21,45,High,South,Monthly
CUST001718,2022-01-01,44,High,South,Monthly
CUST001719,2022-01-11,50,Low,West,Annual
CUST001720,2023-10-02,36,Medium,West,Monthly
CUST001721,2022-08-02,48,Low,South,Monthly
CUST001722,2023-07-10,38,Medium,West,Monthly
CUST001723,2023-06-02,50,High,North,Monthly
CUST001724,2023-10-30,49,Medium,North,Monthly
CUST001725,2023-02-19,30,Medium,West,Monthly
CUST001726,2022-01-08,55,Medium,South,Monthly
CUST001727,2022-01-05,35,Low,South,Annual
CUST001728,2022-12-28,51,Low,South,Monthly
CUST001729,2023-11-25,46,Medium,South,Monthly
CUST001730,2022-04-22,64,Low,West,TwoYear
CUST001731,2022-09-30,39,Low,East,Monthly
CUST001732,2023-02-26,37,Medium,East,Monthly
CUST001733,2022-09-22,41,Low,South,Annual
CUST001734,2023-04-03,38,Low,South,Annual
CUST001735,2022-07-31,51,Low,South,Monthly
CUST001736,2022-03-19,22,High,East,Annual
CUST001737,2023-10-28,29,Low,North,Annual
CUST001738,2022-08-09,29,High,East,Annual
CUST001739,2023-01-04,53,Low,West,Annual
CUST001740,2022-12-13,62,High,East,Annual
CUST001741,2022-01-25,40,Medium,West,TwoYear
CUST001742,2023-02-24,39,High,South,Annual
CUST001743,2022-12-20,42,High,West,Monthly
CUST001744,2023-12-21,55,Medium,South,TwoYear
CUST001745,2023-02-21,30,High,North,Monthly
CUST001746,2023-05-30,44,Medium,South,Annual
CUST001747,2022-08-03,53,Medium,South,Annual
CUST001748,2022-04-22,48,Medium,North,Monthly
CUST001749,2023-12-05,44,High,South,Monthly
CUST001750,2023-07-13,54,High,South,TwoYear
CUST001751,2023-03-04,18,Low,South,Monthly
CUST001752,2023-11-30,50,Medium,East,Monthly
CUST001753,2023-07-16,34,High,West,Monthly
CUST001754,2023-12-10,20,Medium,South,Monthly
CUST001755,2022-08-04,48,High,East,Annual
CUST001756,2023-02-17,58,Low,South,Monthly
CUST001757,2023-01-15,40,Medium,West,TwoYear
CUST001758,2023-08-25,53,Medium,South,TwoYear
CUST001759,2022-08-20,61,Low,West,Annual
CUST001760,2022-09-15,57,Medium,East,Annual
CUST001761,2023-10-27,61,Medium,East,Monthly
CUST001762,2022-09-13,50,Low,South,Monthly
CUST001763,2023-02-07,42,Low,North,Monthly
CUST001764,2023-02-28,22,Low,West,Annual
CUST001765,2022-03-06,39,Medium,South,Monthly
CUST001766,2022-07-09,31,Medium,East,Annual
CUST001767,2023-08-26,68,Low,South,Monthly
CUST001768,2022-06-22,39,Medium,West,Monthly
CUST001769,2023-09-20,43,Low,South,Monthly
CUST001770,2023-07-15,48,High,West,Monthly
CUST001771,2022-08-15,42,Low,East,Annual
CUST001772,2023-08-04,62,High,North,Annual
CUST001773,2023-01-23,34,Medium,North,Annual
CUST001774,2023-02-05,44,High,East,Annual
CUST001775,2023-09-30,33,Low,East,Monthly
CUST001776,2022-08-01,26,Low,South,Monthly
CUST001777,2022-02-22,34,High,East,Monthly
CUST001778,2023-09-16,41,Low,East,Monthly
CUST001779,2023-11-02,36,Medium,West,Monthly
CUST001780,2023-10-24,33,Medium,South,Monthly
CUST001781,2022-05-19,25,Medium,West,Annual
CUST001782,2023-02-22,41,High,South,Monthly
CUST001783,2023-09-17,23,High,South,Monthly
CUST001784,2022-05-23,51,Medium,North,Monthly
CUST001785,2023-05-24,42,Medium,North,Monthly
CUST001786,2023-10-12,24,High,East,Monthly
CUST001787,2023-05-01,38,High,South,Monthly
CUST001788,2023-03-13,32,Low,East,TwoYear
CUST001789,2023-06-27,45,Medium,West,Monthly
CUST001790,2022-10-20,58,Low,East,Annual
CUST001791,2023-09-12,19,High,West,Annual
CUST001792,2022-10-11,43,Low,North,Monthly
CUST001793,2023-11-02,40,Medium,North,TwoYear
CUST001794,2022-01-14,50,Medium,West,Monthly
CUST001795,2023-09-26,44,High,West,Monthly
CUST001796,2023-12-28,32,High,West,Monthly
CUST001797,2022-09-29,38,Low,East,Annual
CUST001798,2022-01-25,32,Medium,West,Monthly
CUST001799,2022-11-18,54,High,South,Monthly
CUST001800,2023-11-12,42,Medium,West,Monthly
CUST001801,2022-04-13,64,Medium,North,Annual
CUST001802,2022-02-09,41,Medium,West,Monthly
CUST001803,2022-08-23,33,Medium,North,Monthly
CUST001804,2022-03-30,23,Medium,North,Monthly
CUST001805,2022-04-10,20,Low,East,Monthly
CUST001806,2022-05-24,22,Medium,West,Annual
CUST001807,2022-03-23,45,High,North,Monthly
CUST001808,2023-08-12,48,Low,South,Annual
CUST001809,2023-07-25,23,Medium,West,Annual
CUST001810,2022-08-17,52,Low,West,Monthly
CUST001811,2023-08-26,36,Low,North,Monthly
CUST001812,2023-01-30,43,High,East,TwoYear
CUST001813,2023-05-28,61,Medium,East,Monthly
CUST001814,2022-07-16,52,Low,West,Monthly
CUST001815,2022-10-01,38,Medium,West,Annual
CUST001816,2023-08-13,31,Medium,East,Monthly
CUST001817,2023-10-15,18,Low,East,Annual
CUST001818,2023-08-06,33,Medium,South,Annual
CUST001819,2023-07-16,39,Medium,West,Monthly
CUST001820,2023-01-07,30,Medium,West,Monthly
CUST001821,2022-03-21,40,Low,West,TwoYear
CUST001822,2022-08-23,42,Medium,East,Monthly
CUST001823,2022-10-14,39,Low,North,Monthly
CUST001824,2023-10-29,34,Low,South,Annual
CUST001825,2023-07-26,44,High,East,Monthly
CUST001826,2023-06-29,47,Low,East,TwoYear
CUST001827,2023-03-13,28,Low,South,Monthly
CUST001828,2022-05-07,58,High,West,Monthly
CUST001829,2023-12-13,40,Medium,North,Monthly
CUST001830,2023-02-21,42,Low,South,Annual
CUST001831,2023-09-30,50,High,North,TwoYear
CUST001832,2022-02-10,44,Low,West,Monthly
CUST001833,2023-04-14,53,Medium,North,Monthly
CUST001834,2022-10-24,45,Low,West,Monthly
CUST001835,2023-08-20,34,Medium,East,Monthly
CUST001836,2023-08-24,46,Medium,West,Monthly
CUST001837,2022-02-11,28,Low,South,Annual
CUST001838,2023-09-24,43,Medium,South,TwoYear
CUST001839,2022-10-06,41,Medium,West,Annual
CUST001840,2023-04-04,39,Medium,West,Monthly
CUST001841,2022-02-02,40,High,East,Annual
CUST001842,2022-10-03,19,Medium,East,Annual
CUST001843,2023-10-27,35,Medium,West,Monthly
CUST001844,2022-03-31,43,Medium,North,TwoYear
CUST001845,2023-09-08,43,Medium,East,Monthly
CUST001846,2023-06-08,29,Medium,South,Monthly
CUST001847,2022-06-09,57,Medium,East,Monthly
CUST001848,2023-04-03,31,Medium,East,Monthly
CUST001849,2023-12-09,53,High,East,Monthly
CUST001850,2023-02-03,47,Medium,East,TwoYear
CUST001851,2022-04-01,34,Low,West,Annual
CUST001852,2023-12-10,63,Medium,East,Annual
CUST001853,2023-08-04,27,High,North,Monthly
CUST001854,2023-04-11,53,High,East,Monthly
CUST001855,2022-08-08,54,High,East,Monthly
CUST001856,2023-02-23,33,High,South,Monthly
CUST001857,2023-01-14,58,Medium,East,Annual
CUST001858,2023-12-27,38,Medium,South,Monthly
CUST001859,2023-03-23,45,Medium,South,Monthly
CUST001860,2022-05-26,45,Low,West,Annual
CUST001861,2022-08-21,40,Medium,South,Monthly
CUST001862,2023-01-06,51,High,South,Monthly
CUST001863,2022-08-22,51,Medium,North,TwoYear
CUST001864,2023-12-27,21,High,North,TwoYear
CUST001865,2023-01-02,57,High,South,Monthly
CUST001866,2023-04-26,22,Low,West,Monthly
CUST001867,2023-07-27,54,High,North,Monthly
CUST001868,2022-12-29,55,Low,North,Monthly
CUST001869,2023-08-13,28,Medium,West,Monthly
CUST001870,2023-05-26,37,Low,East,Monthly
CUST001871,2022-04-05,28,Medium,North,Annual
CUST001872,2022-08-04,39,High,South,Monthly
CUST001873,2023-12-26,38,Low,South,TwoYear
CUST001874,2023-12-13,51,Medium,South,Monthly
CUST001875,2023-06-27,57,Low,West,Annual
CUST001876,2022-05-15,58,Low,South,Annual
CUST001877,2022-03-24,35,Medium,East,TwoYear
CUST001878,2023-01-26,39,Medium,West,TwoYear
CUST001879,2022-02-16,21,Low,North,Annual
CUST001880,2023-01-27,32,Medium,West,Annual
CUST001881,2023-12-19,53,Medium,South,Annual
CUST001882,2023-01-20,61,Low,West,Monthly
CUST001883,2023-01-16,27,Medium,West,Monthly
CUST001884,2022-03-18,34,High,West,Monthly
CUST001885,2022-09-16,41,Medium,West,Annual
CUST001886,2023-08-27,45,Medium,East,Monthly
CUST001887,2023-02-03,32,Medium,West,Monthly
CUST001888,2022-04-10,47,Medium,South,Monthly
CUST001889,2023-05-16,36,Medium,North,Monthly
CUST001890,2023-01-18,41,High,East,Annual
CUST001891,2023-12-08,48,Low,West,Monthly
CUST001892,2022-07-11,42,High,North,Annual
CUST001893,2023-08-03,36,High,East,Annual
CUST001894,2023-08-25,40,High,South,Monthly
CUST001895,2022-12-11,40,Medium,South,Annual
CUST001896,2022-01-10,37,High,North,Monthly
CUST001897,2022-09-21,38,Low,West,Monthly
CUST001898,2022-09-25,61,Medium,North,Monthly
CUST001899,2023-09-22,48,Low,East,TwoYear
CUST001900,2023-07-25,38,High,North,TwoYear
CUST001901,2022-07-14,50,Medium,North,TwoYear
CUST001902,2023-07-16,37,Low,West,Annual
CUST001903,2023-02-11,56,High,South,Monthly
CUST001904,2022-10-23,46,Medium,West,Monthly
CUST001905,2022-04-07,40,Medium,South,Annual
CUST001906,2023-04-07,47,Low,West,Annual
CUST001907,2023-10-01,23,High,South,Monthly
CUST001908,2022-03-28,28,Medium,West,Annual
CUST001909,2022-03-18,27,Medium,South,Monthly
CUST001910,2023-12-17,43,Medium,South,Monthly
CUST001911,2023-04-28,62,Medium,South,Monthly
CUST001912,2022-05-26,68,Medium,South,Monthly
CUST001913,2023-10-23,49,Medium,West,Annual
CUST001914,2022-04-21,48,Medium,East,TwoYear
CUST001915,2023-10-03,20,Medium,South,Monthly
CUST001916,2023-11-09,35,High,South,Annual
CUST001917,2022-10-24,32,Medium,South,Annual
CUST001918,2023-03-02,34,Medium,South,Annual
CUST001919,2023-10-11,39,Medium,South,Monthly
CUST001920,2022-11-30,36,Medium,North,TwoYear
CUST001921,2023-06-07,18,High,North,Monthly
CUST001922,2023-08-06,50,Low,South,Monthly
CUST001923,2023-11-02,29,Medium,South,Annual
CUST001924,2023-12-29,44,Low,South,Monthly
CUST001925,2023-06-22,66,Low,East,Monthly
CUST001926,2022-06-11,30,Low,West,Monthly
CUST001927,2023-03-06,18,High,South,Monthly
CUST001928,2023-09-06,38,High,East,Monthly
CUST001929,2022-03-10,55,Low,East,Monthly
CUST001930,2022-05-13,65,Medium,South,Annual
CUST001931,2022-07-08,27,Low,West,Monthly
CUST001932,2023-12-24,47,Medium,North,Monthly
CUST001933,2023-11-09,36,Medium,South,Annual
CUST001934,2023-07-27,40,Low,South,Monthly
CUST001935,2022-10-06,73,Low,North,Annual
CUST001936,2023-03-06,23,High,West,Monthly
CUST001937,2023-09-17,45,Medium,North,Monthly
CUST001938,2023-06-26,47,Low,South,Annual
CUST001939,2022-06-10,55,Medium,South,Monthly
CUST001940,2023-03-29,43,High,East,Annual
CUST001941,2022-06-19,45,Medium,North,Monthly
CUST001942,2023-11-29,37,Medium,East,Monthly
CUST001943,2022-02-26,45,Medium,East,Annual
CUST001944,2022-08-28,37,Medium,East,Monthly
CUST001945,2022-12-24,49,Medium,East,Annual
CUST001946,2022-07-20,37,High,North,Monthly
CUST001947,2023-03-20,46,Low,North,Monthly
CUST001948,2022-10-29,41,Medium,North,Annual
CUST001949,2022-04-16,55,Low,South,Annual
CUST001950,2022-04-11,41,Low,West,Monthly
CUST001951,2022-04-07,20,Medium,East,Annual
CUST001952,2023-10-27,57,High,South,Monthly
CUST001953,2022-01-29,31,Low,North,Annual
CUST001954,2023-05-21,34,High,North,Monthly
CUST001955,2023-10-27,34,Medium,South,Monthly
CUST001956,2023-03-14,58,Medium,East,Monthly
CUST001957,2023-01-14,18,Low,North,Annual
CUST001958,2022-03-14,75,Medium,East,Monthly
CUST001959,2022-09-11,54,Medium,East,Monthly
CUST001960,2023-05-31,44,Medium,West,Annual
CUST001961,2023-07-04,41,Medium,North,Monthly
CUST001962,2022-01-20,45,Medium,South,Monthly
CUST001963,2023-09-17,48,Medium,West,Annual
CUST001964,2023-06-19,49,Medium,East,Monthly
CUST001965,2023-02-25,48,High,South,Monthly
CUST001966,2023-03-22,43,Medium,West,Annual
CUST001967,2022-05-16,39,Low,West,Monthly
CUST001968,2023-05-20,40,Medium,West,Monthly
CUST001969,2022-10-28,39,Medium,East,Monthly
CUST001970,2023-09-01,55,Low,East,Monthly
CUST001971,2022-02-02,49,Medium,North,Monthly
CUST001972,2023-10-09,18,Medium,West,Monthly
CUST001973,2022-10-05,49,Medium,South,Monthly
CUST001974,2022-05-13,44,Low,East,Annual
CUST001975,2023-06-11,41,High,West,Annual
CUST001976,2022-05-06,37,High,South,Annual
CUST001977,2022-12-11,55,High,East,Annual
CUST001978,2022-01-17,53,Low,South,Monthly
CUST001979,2023-07-16,32,High,South,Monthly
CUST001980,2023-10-09,46,Medium,North,TwoYear
CUST001981,2023-09-22,30,Medium,East,Annual
CUST001982,2023-01-13,25,Low,East,Annual
CUST001983,2022-03-01,34,Medium,East,Monthly
CUST001984,2023-09-29,52,High,East,Annual
CUST001985,2023-04-12,53,Low,North,Monthly
CUST001986,2023-09-20,48,Low,North,TwoYear
CUST001987,2023-01-26,50,Low,West,Monthly
CUST001988,2023-11-16,48,Low,East,Monthly
CUST001989,2022-07-06,34,Medium,South,Monthly
CUST001990,2023-05-13,47,High,North,Monthly
CUST001991,2023-08-23,51,Low,South,Monthly
CUST001992,2023-12-16,51,Medium,South,Monthly
CUST001993,2022-12-27,56,Medium,South,Monthly
CUST001994,2023-03-25,50,Low,West,Monthly
CUST001995,2023-11-25,46,Medium,West,TwoYear
CUST001996,2023-11-11,54,Low,East,Monthly
CUST001997,2022-06-30,41,Medium,North,Monthly
CUST001998,2022-05-10,31,Low,East,Monthly
CUST001999,2022-05-29,40,Medium,West,Monthly
CUST002000,2023-04-17,33,Low,West,Annual
CUST002001,2023-12-22,33,High,South,Monthly
CUST002002,2023-09-15,40,High,East,Monthly
CUST002003,2023-05-15,32,Medium,South,Monthly
CUST002004,2023-10-11,38,Medium,West,Monthly
CUST002005,2022-12-21,19,Low,East,Monthly
CUST002006,2022-07-30,44,Medium,East,Monthly
CUST002007,2023-10-20,42,Medium,North,Monthly
CUST002008,2023-08-19,32,Medium,West,Annual
CUST002009,2022-01-30,49,Low,West,Annual
CUST002010,2023-07-31,53,Low,North,Monthly
CUST002011,2022-01-24,22,Medium,West,Annual
CUST002012,2023-12-24,32,Low,South,Monthly
CUST002013,2022-08-10,32,Medium,South,Monthly
CUST002014,2023-08-25,30,Low,South,Monthly
CUST002015,2023-09-10,51,High,East,Monthly
CUST002016,2023-11-15,39,Medium,South,Monthly
CUST002017,2023-08-12,38,Low,West,Annual
CUST002018,2023-08-03,18,Medium,North,Monthly
CUST002019,2023-02-05,49,Medium,South,Monthly
CUST002020,2023-08-27,27,Medium,South,TwoYear
CUST002021,2023-05-27,42,Medium,East,Monthly
CUST002022,2022-03-29,45,Low,West,Monthly
CUST002023,2023-04-10,58,Low,North,Monthly
CUST002024,2022-02-19,26,Medium,West,Annual
CUST002025,2022-04-13,18,High,South,Monthly
CUST002026,2023-01-03,44,High,West,Monthly
CUST002027,2023-05-07,63,Low,North,Annual
CUST002028,2023-07-12,56,Medium,South,Monthly
CUST002029,2023-11-22,44,High,West,Monthly
CUST002030,2022-09-25,36,Low,North,TwoYear
CUST002031,2023-02-01,51,Medium,South,Monthly
CUST002032,2022-11-16,30,Medium,South,TwoYear
CUST002033,2023-06-04,47,Medium,West,Annual
CUST002034,2023-03-25,48,Medium,East,Monthly
CUST002035,2023-04-21,54,High,East,Annual
CUST002036,2023-08-13,75,Low,North,Annual
CUST002037,2022-08-28,46,Medium,West,Annual
CUST002038,2022-09-15,35,Low,North,Monthly
CUST002039,2023-12-09,41,Medium,West,Monthly
CUST002040,2023-10-05,20,High,North,Monthly
CUST002041,2023-01-25,33,Medium,North,Monthly
CUST002042,2022-12-09,37,Medium,West,Monthly
CUST002043,2023-01-22,35,Medium,East,Annual
CUST002044,2023-01-29,43,Low,North,TwoYear
CUST002045,2023-11-14,32,Low,West,Monthly
CUST002046,2023-10-21,55,Medium,West,Annual
CUST002047,2022-09-27,42,Medium,West,Monthly
CUST002048,2022-05-29,41,Medium,South,Annual
CUST002049,2023-01-15,38,Medium,West,Annual
CUST002050,2022-01-28,43,Medium,West,Monthly
CUST002051,2022-05-29,51,Low,South,Monthly
CUST002052,2023-02-24,31,Medium,South,Annual
CUST002053,2022-10-07,34,High,East,Monthly
CUST002054,2022-07-01,38,High,West,Monthly
CUST002055,2022-06-15,25,Medium,North,TwoYear
CUST002056,2022-01-17,32,Low,South,TwoYear
CUST002057,2022-05-30,36,Medium,South,Annual
CUST002058,2022-12-05,52,Medium,East,Annual
CUST002059,2022-02-14,45,Low,East,Monthly
CUST002060,2023-05-17,44,Medium,East,Monthly
CUST002061,2022-07-08,52,High,West,TwoYear
CUST002062,2023-10-13,40,Medium,West,Annual
CUST002063,2022-03-02,46,Medium,West,Annual
CUST002064,2022-10-21,40,Medium,South,Monthly
CUST002065,2022-02-02,45,Low,East,Annual
CUST002066,2022-10-26,35,Low,South,Monthly
CUST002067,2023-02-19,18,High,North,Monthly
CUST002068,2023-09-16,40,Low,West,Monthly
CUST002069,2023-07-03,59,Medium,South,Annual
CUST002070,2023-03-07,53,Medium,North,Annual
CUST002071,2023-05-10,53,High,South,Monthly
CUST002072,2022-04-10,56,Medium,North,Monthly
CUST002073,2022-01-23,43,Low,South,Annual
CUST002074,2023-02-24,44,Medium,South,TwoYear
CUST002075,2023-02-28,34,Medium,West,Monthly
CUST002076,2023-05-02,38,Medium,South,Annual
CUST002077,2022-03-30,49,Medium,South,TwoYear
CUST002078,2022-07-28,56,Low,East,Monthly
CUST002079,2022-09-28,40,High,South,Monthly
CUST002080,2023-02-10,36,Medium,West,TwoYear
CUST002081,2023-12-22,42,Medium,South,Monthly
CUST002082,2022-10-05,49,Medium,West,Monthly
CUST002083,2022-07-25,24,Low,East,Annual
CUST002084,2023-08-13,18,Medium,West,Annual
CUST002085,2022-11-24,35,Low,East,Annual
CUST002086,2023-09-02,27,Medium,East,Annual
CUST002087,2022-12-02,35,Medium,East,Annual
CUST002088,2023-08-29,40,High,East,Monthly
CUST002089,2023-08-15,36,Low,East,Monthly
CUST002090,2022-02-07,59,Medium,West,Monthly
CUST002091,2022-08-16,45,Medium,East,Annual
CUST002092,2023-04-28,45,Medium,East,TwoYear
CUST002093,2022-05-14,49,Low,East,Monthly
CUST002094,2023-12-09,28,Medium,East,Monthly
CUST002095,2023-01-25,54,Low,East,TwoYear
CUST002096,2023-09-05,41,High,North,Monthly
CUST002097,2023-03-01,50,Medium,South,Monthly
CUST002098,2023-08-10,29,High,South,Annual
CUST002099,2023-05-25,23,Low,East,Monthly
CUST002100,2023-12-21,51,High,East,Monthly
CUST002101,2023-08-18,46,Low,North,TwoYear
CUST002102,2023-03-03,31,Medium,East,TwoYear
CUST002103,2023-10-17,31,Medium,North,Monthly
CUST002104,2023-04-19,55,Medium,South,Annual
CUST002105,2023-07-22,27,Low,West,Annual
CUST002106,2022-12-27,61,Low,South,Monthly
CUST002107,2022-07-30,31,Medium,West,TwoYear
CUST002108,2022-06-28,49,Medium,West,Monthly
CUST002109,2022-02-27,38,Medium,West,Monthly
CUST002110,2022-03-14,49,Low,East,Monthly
CUST002111,2022-08-03,35,Low,North,Annual
CUST002112,2022-03-14,40,High,West,Monthly
CUST002113,2023-04-12,42,Medium,North,Annual
CUST002114,2022-09-28,29,Medium,South,Annual
CUST002115,2023-05-14,50,Medium,West,Monthly
CUST002116,2022-12-20,35,High,South,Annual
CUST002117,2022-08-22,39,High,North,Monthly
CUST002118,2022-11-15,30,Low,North,Monthly
CUST002119,2022-01-19,18,High,South,Monthly
CUST002120,2023-09-17,39,Medium,North,Monthly
CUST002121,2023-07-29,70,Medium,South,Monthly
CUST002122,2023-01-07,51,Medium,North,Annual
CUST002123,2022-07-03,41,Medium,East,Monthly
CUST002124,2022-10-04,38,Medium,South,Monthly
CUST002125,2023-11-05,42,Medium,West,Monthly
CUST002126,2022-05-25,48,Medium,West,Monthly
CUST002127,2023-10-20,27,Medium,West,Monthly
CUST002128,2022-03-22,55,Medium,North,Monthly
CUST002129,2022-11-18,50,Low,South,Monthly
CUST002130,2023-03-11,50,Low,North,Monthly
CUST002131,2022-02-12,47,Medium,West,Monthly
CUST002132,2022-11-09,42,High,East,Monthly
CUST002133,2022-10-20,50,Medium,West,Monthly
CUST002134,2023-11-19,49,Medium,West,Annual
CUST002135,2022-03-10,37,Medium,West,TwoYear
CUST002136,2022-02-25,35,Low,East,Annual
CUST002137,2023-09-23,43,High,East,Monthly
CUST002138,2022-07-23,60,Low,South,Monthly
CUST002139,2023-02-24,27,Medium,East,Monthly
CUST002140,2023-07-21,24,Medium,South,Monthly
CUST002141,2023-07-04,43,High,East,Monthly
CUST002142,2022-08-31,42,Low,South,Monthly
CUST002143,2022-07-20,44,Medium,West,Monthly
CUST002144,2023-04-19,44,Medium,East,Monthly
CUST002145,2023-06-11,39,Medium,North,Monthly
CUST002146,2023-10-18,59,Low,North,Monthly
CUST002147,2022-03-18,22,Medium,South,Monthly
CUST002148,2023-04-23,32,Medium,East,Monthly
CUST002149,2023-03-16,40,High,East,Monthly
CUST002150,2022-09-20,22,Low,North,Monthly
CUST002151,2022-07-04,39,Low,East,Monthly
CUST002152,2022-02-24,61,Medium,East,Monthly
CUST002153,2022-11-04,42,Medium,South,Monthly
CUST002154,2023-05-31,44,Medium,West,Monthly
CUST002155,2022-10-26,26,Medium,North,Annual
CUST002156,2023-07-06,34,Low,West,TwoYear
CUST002157,2022-08-18,37,Low,East,TwoYear
CUST002158,2023-01-12,38,Low,East,Monthly
CUST002159,2022-10-13,57,High,South,Monthly
CUST002160,2022-05-18,48,Medium,West,Monthly
CUST002161,2023-04-23,28,Low,West,TwoYear
CUST002162,2023-09-07,44,Low,South,Annual
CUST002163,2022-01-07,47,High,West,Annual
CUST002164,2023-11-07,55,High,South,Monthly
CUST002165,2023-02-23,60,High,South,Monthly
CUST002166,2023-04-17,29,Medium,East,Monthly
CUST002167,2023-02-24,32,Medium,East,TwoYear
CUST002168,2022-10-03,26,Low,East,Monthly
CUST002169,2023-07-15,39,Low,South,Monthly
CUST002170,2023-08-31,47,Low,East,Monthly
CUST002171,2023-07-25,53,Low,North,Annual
CUST002172,2023-11-20,41,Medium,North,Monthly
CUST002173,2022-03-31,38,High,East,Annual
CUST002174,2022-10-09,43,Low,South,Monthly
CUST002175,2023-07-02,31,High,North,Monthly
CUST002176,2022-06-20,67,Medium,East,Monthly
CUST002177,2023-09-30,22,Medium,North,Annual
CUST002178,2022-12-21,44,Medium,North,Annual
CUST002179,2022-07-23,66,Medium,North,Monthly
CUST002180,2022-10-16,42,Low,West,Monthly
CUST002181,2023-04-07,39,Medium,North,Monthly
CUST002182,2023-09-01,37,Medium,East,Monthly
CUST002183,2022-06-22,39,High,North,Monthly
CUST002184,2022-10-28,58,Medium,East,Annual
CUST002185,2023-08-23,18,Medium,North,Monthly
CUST002186,2023-06-13,60,Medium,North,Monthly
CUST002187,2022-05-20,24,High,West,Annual
CUST002188,2022-10-05,38,Medium,North,TwoYear
CUST002189,2023-10-25,36,High,East,Monthly
CUST002190,2023-05-26,49,Medium,West,Monthly
CUST002191,2022-12-12,22,Medium,West,Annual
CUST002192,2022-05-20,47,Low,North,Monthly
CUST002193,2022-04-24,66,Medium,North,Monthly
CUST002194,2023-08-03,25,Medium,South,Annual
CUST002195,2023-05-22,44,Low,North,Annual
CUST002196,2023-01-01,34,Medium,South,Annual
CUST002197,2023-11-22,47,High,East,Monthly
CUST002198,2023-09-29,42,Medium,North,Monthly
CUST002199,2023-02-01,34,Low,North,Monthly
CUST002200,2023-10-21,47,Medium,South,Monthly
CUST002201,2022-04-21,63,Low,South,Monthly
CUST002202,2022-12-24,39,Medium,West,Monthly
CUST002203,2022-08-26,50,Medium,West,Monthly
CUST002204,2022-01-03,26,Medium,North,Annual
CUST002205,2023-12-24,30,Medium,East,Annual
CUST002206,2023-02-08,47,Low,West,Monthly
CUST002207,2022-01-25,59,High,West,Monthly
CUST002208,2023-05-24,46,High,West,Monthly
CUST002209,2023-11-27,38,Low,South,Monthly
CUST002210,2023-04-10,41,High,North,Monthly
CUST002211,2022-03-02,26,Medium,South,Annual
CUST002212,2023-05-23,49,Medium,East,Monthly
CUST002213,2022-05-03,52,Low,South,Monthly
