customer_id,date,minutes_used,features_accessed,sessions
CUST000864,2025-06-04,163,9,19
CUST004871,2025-06-05,99,6,10
CUST008715,2025-06-06,57,3,17
CUST000025,2025-06-07,29,4,17
CUST003784,2025-06-08,83,6,2
CUST008804,2025-06-09,146,4,13
CUST008458,2025-06-10,4,1,8
CUST005190,2025-06-11,134,9,1
CUST003402,2025-06-12,48,5,13
CUST005649,2025-06-13,224,5,5
CUST008038,2025-06-14,202,4,9
CUST000727,2025-06-15,2,9,9
CUST003854,2025-06-16,70,5,19
CUST004401,2025-06-17,61,6,9
CUST004577,2025-06-18,140,6,5
CUST008755,2025-06-19,45,2,2
CUST004283,2025-06-20,49,7,3
CUST008040,2025-06-21,15,4,8
CUST008697,2025-06-22,237,5,8
CUST006375,2025-06-23,162,5,16
CUST009026,2025-06-24,122,8,8
CUST003596,2025-06-25,126,4,18
CUST001955,2025-06-26,61,1,1
CUST000352,2025-06-27,170,4,8
CUST000207,2025-06-28,166,4,6
CUST008779,2025-06-29,155,6,8
CUST006081,2025-06-30,197,7,4
CUST009667,2025-07-01,213,7,14
CUST009868,2025-07-02,69,5,17
CUST003381,2025-07-03,8,5,14
CUST001532,2025-07-04,214,6,11
CUST003988,2025-07-05,113,8,9
CUST004475,2025-07-06,200,2,3
CUST005908,2025-07-07,4,5,2
CUST007528,2025-07-08,230,8,5
CUST005158,2025-07-09,95,3,15
CUST002969,2025-07-10,127,6,15
CUST003213,2025-07-11,204,9,17
CUST003693,2025-07-12,107,8,6
CUST003762,2025-07-13,176,7,18
CUST001106,2025-07-14,62,1,7
CUST003623,2025-07-15,66,7,11
CUST002987,2025-07-16,51,9,8
CUST000867,2025-07-17,78,9,19
CUST000976,2025-07-18,120,8,2
CUST004553,2025-07-19,145,2,19
CUST002699,2025-07-20,27,4,9
CUST005847,2025-07-21,192,2,2
CUST007718,2025-07-22,184,5,3
CUST001200,2025-07-23,200,7,3
CUST000487,2025-07-24,51,1,15
CUST005399,2025-07-25,237,2,10
CUST005572,2025-07-26,175,7,17
CUST007218,2025-07-27,29,9,16
CUST003528,2025-07-28,143,2,10
CUST002785,2025-07-29,96,1,4
CUST001573,2025-07-30,191,5,10
CUST006625,2025-07-31,16,6,19
CUST000698,2025-08-01,147,9,4
CUST006671,2025-08-02,204,5,15
CUST008054,2025-08-03,8,2,19
CUST002466,2025-08-04,29,7,12
CUST002682,2025-08-05,166,6,16
CUST007340,2025-08-06,59,5,8
CUST003178,2025-08-07,222,5,12
CUST009073,2025-08-08,185,2,10
CUST000548,2025-08-09,19,1,16
CUST004762,2025-08-10,209,6,5
CUST007236,2025-08-11,152,6,5
CUST006083,2025-08-12,79,5,16
CUST009935,2025-08-13,135,5,17
CUST004299,2025-08-14,171,8,1
CUST009031,2025-08-15,119,7,17
CUST007990,2025-08-16,41,6,3
CUST008867,2025-08-17,97,3,1
CUST008105,2025-08-18,139,9,17
CUST006179,2025-08-19,93,7,16
CUST000567,2025-08-20,183,2,10
CUST008034,2025-08-21,87,9,6
CUST007539,2025-08-22,171,9,4
CUST008165,2025-08-23,38,6,15
CUST007258,2025-08-24,205,7,18
CUST008044,2025-08-25,157,3,2
CUST004888,2025-08-26,186,1,9
CUST005437,2025-08-27,229,2,17
CUST004604,2025-08-28,169,9,16
CUST007933,2025-08-29,71,5,2
CUST001606,2025-08-30,110,2,17
CUST009372,2025-08-31,149,9,6
CUST003803,2025-09-01,232,6,6
CUST001314,2025-09-02,183,7,16
CUST007959,2025-09-03,20,8,7
CUST007051,2025-09-04,56,2,11
CUST008425,2025-09-05,12,3,10
CUST004357,2025-09-06,238,6,15
CUST007229,2025-09-07,138,8,8
CUST007542,2025-09-08,32,8,9
CUST003225,2025-09-09,43,6,3
CUST006122,2025-09-10,219,8,13
CUST010000,2025-09-11,63,1,1
CUST002723,2025-09-12,54,6,5
CUST007095,2025-09-13,103,3,6
CUST006469,2025-09-14,213,9,6
CUST001545,2025-09-15,62,8,5
CUST007060,2025-09-16,112,6,14
CUST006013,2025-09-17,206,4,9
CUST007319,2025-09-18,31,3,17
CUST004274,2025-09-19,215,4,4
CUST009883,2025-09-20,97,3,5
CUST003448,2025-09-21,134,1,13
CUST009879,2025-09-22,140,4,5
CUST007832,2025-09-23,221,2,13
CUST003544,2025-09-24,213,3,14
CUST003985,2025-09-25,92,2,11
CUST007437,2025-09-26,135,7,8
CUST006045,2025-09-27,200,7,1
CUST007907,2025-09-28,68,3,4
CUST002904,2025-09-29,108,8,12
CUST006159,2025-09-30,162,6,2
CUST008804,2025-10-01,40,8,2
CUST008245,2025-10-02,43,3,10
CUST005346,2025-10-03,212,2,14
CUST009606,2025-10-04,171,6,13
CUST001392,2025-10-05,190,6,11
CUST002260,2025-10-06,171,8,6
CUST001168,2025-10-07,46,6,5
CUST002124,2025-10-08,52,5,10
CUST006562,2025-10-09,230,1,5
CUST009719,2025-10-10,12,9,3
CUST006230,2025-10-11,167,5,16
CUST001046,2025-10-12,56,4,4
CUST008409,2025-10-13,3,4,19
CUST007838,2025-10-14,204,2,5
CUST001947,2025-10-15,236,2,18
CUST004621,2025-10-16,137,1,19
CUST001963,2025-10-17,117,8,8
CUST000046,2025-10-18,42,5,19
CUST000006,2025-10-19,30,2,1
CUST004481,2025-10-20,184,1,19
CUST006126,2025-10-21,223,3,16
CUST002064,2025-10-22,193,6,2
CUST004628,2025-10-23,208,3,5
CUST002656,2025-10-24,95,1,12
CUST008980,2025-10-25,54,5,7
CUST003282,2025-10-26,53,3,1
CUST006437,2025-10-27,140,1,9
CUST004794,2025-10-28,205,6,16
CUST000490,2025-10-29,164,3,18
CUST005502,2025-10-30,91,8,19
CUST000549,2025-10-31,13,9,18
CUST005147,2025-11-01,136,3,14
CUST003849,2025-11-02,81,6,19
CUST001459,2025-11-03,181,5,19
CUST003762,2025-11-04,78,7,15
CUST009369,2025-11-05,103,3,12
CUST001456,2025-11-06,193,8,11
CUST009780,2025-11-07,146,8,17
CUST000896,2025-11-08,136,8,9
CUST000783,2025-11-09,100,3,15
CUST001412,2025-11-10,8,1,9
CUST002692,2025-11-11,94,6,8
CUST009281,2025-11-12,177,5,18
CUST007020,2025-11-13,188,6,12
CUST008152,2025-11-14,202,4,5
CUST005986,2025-11-15,27,5,16
CUST005428,2025-11-16,74,2,2
CUST006278,2025-11-17,82,6,14
CUST008686,2025-11-18,131,8,18
CUST004369,2025-11-19,114,1,5
CUST002041,2025-11-20,168,6,15
CUST004677,2025-11-21,21,8,13
CUST002183,2025-11-22,10,1,13
CUST001719,2025-11-23,170,5,2
CUST008635,2025-11-24,160,1,11
CUST006384,2025-11-25,116,3,12
CUST008646,2025-11-26,207,8,15
CUST002780,2025-11-27,102,6,10
CUST001189,2025-11-28,66,4,15
CUST005884,2025-11-29,158,1,18
CUST005024,2025-11-30,89,1,15
CUST007443,2025-12-01,138,3,17
CUST003520,2025-12-02,36,2,14
CUST008960,2025-12-03,182,7,3
CUST007174,2025-12-04,144,1,1
CUST006022,2025-12-05,144,6,13
CUST003517,2025-12-06,137,5,1
CUST000356,2025-12-07,118,6,16
CUST009650,2025-12-08,64,2,1
CUST006943,2025-12-09,190,4,11
CUST001700,2025-12-10,49,1,8
CUST000507,2025-12-11,74,7,18
CUST008267,2025-12-12,187,5,3
CUST008573,2025-12-13,180,5,7
CUST001821,2025-12-14,121,1,15
CUST004009,2025-12-15,212,1,14
CUST005816,2025-12-16,112,3,15
CUST009275,2025-12-17,115,9,18
CUST008763,2025-12-18,162,7,17
CUST002515,2025-12-19,119,9,5
CUST005732,2025-12-20,44,7,10
CUST008084,2025-12-21,155,6,8
CUST009483,2025-12-22,141,8,15
CUST005500,2025-12-23,68,6,14
CUST008905,2025-12-24,184,4,5
CUST006927,2025-12-25,214,7,12
CUST006604,2025-12-26,41,8,8
CUST007595,2025-12-27,33,1,13
CUST007983,2025-12-28,154,6,9
CUST000729,2025-12-29,142,1,3
CUST000907,2025-12-30,202,7,12
CUST001901,2025-12-31,167,4,16
CUST008646,2026-01-01,163,3,1
CUST007777,2026-01-02,236,3,9
CUST009969,2026-01-03,221,4,15
CUST002148,2026-01-04,220,6,2
CUST006574,2026-01-05,221,1,8
CUST007599,2026-01-06,70,4,17
CUST004160,2026-01-07,91,7,12
CUST001169,2026-01-08,151,7,8
CUST004297,2026-01-09,209,6,9
CUST008664,2026-01-10,50,4,6
CUST001751,2026-01-11,9,3,19
CUST001427,2026-01-12,176,7,14
CUST006094,2026-01-13,18,6,8
CUST005304,2026-01-14,120,3,16
CUST003541,2026-01-15,191,8,19
CUST008894,2026-01-16,175,6,4
CUST001431,2026-01-17,239,4,16
CUST002300,2026-01-18,11,7,1
CUST003426,2026-01-19,216,2,2
CUST005097,2026-01-20,52,3,8
CUST005473,2026-01-21,232,4,10
CUST004264,2026-01-22,0,1,6
CUST005825,2026-01-23,91,8,8
CUST003881,2026-01-24,159,1,3
CUST009002,2026-01-25,79,4,15
CUST006528,2026-01-26,209,7,13
CUST005916,2026-01-27,215,4,16
CUST000261,2026-01-28,14,3,4
CUST008693,2026-01-29,217,1,3
CUST000239,2026-01-30,52,5,7
CUST001322,2026-01-31,176,3,8
CUST005264,2026-02-01,53,6,7
CUST002909,2026-02-02,184,1,1
CUST002194,2026-02-03,21,8,2
CUST002015,2026-02-04,150,2,17
CUST000068,2026-02-05,58,6,1
CUST001655,2026-02-06,158,4,12
CUST004429,2026-02-07,23,6,19
CUST004453,2026-02-08,59,1,15
CUST009760,2026-02-09,141,3,15
CUST006150,2026-02-10,205,9,11
CUST009526,2026-02-11,25,4,1
CUST004321,2026-02-12,207,2,1
CUST008019,2026-02-13,222,6,13
CUST007740,2026-02-14,178,5,2
CUST000384,2026-02-15,76,9,15
CUST003725,2026-02-16,155,8,1
CUST007050,2026-02-17,206,3,11
CUST006571,2026-02-18,69,5,9
CUST006925,2026-02-19,94,5,1
CUST005213,2026-02-20,80,3,17
CUST008512,2026-02-21,14,5,1
CUST006824,2026-02-22,189,9,14
CUST002545,2026-02-23,135,2,14
CUST009410,2026-02-24,146,8,6
CUST009681,2026-02-25,161,9,4
CUST006045,2026-02-26,29,3,18
CUST003577,2026-02-27,134,9,1
CUST007748,2026-02-28,117,9,1
CUST003089,2026-03-01,219,7,18
CUST002558,2026-03-02,198,7,18
CUST001676,2026-03-03,50,3,3
CUST006188,2026-03-04,177,5,10
CUST007657,2026-03-05,60,4,16
CUST004037,2026-03-06,217,4,10
CUST003010,2026-03-07,225,8,12
CUST004691,2026-03-08,31,8,18
CUST003091,2026-03-09,207,3,5
CUST007279,2026-03-10,214,5,7
CUST000324,2026-03-11,62,4,14
CUST001308,2026-03-12,70,5,11
CUST002223,2026-03-13,42,1,9
CUST007785,2026-03-14,32,6,12
CUST002927,2026-03-15,238,3,15
CUST002031,2026-03-16,4,5,10
CUST003992,2026-03-17,153,7,16
CUST002979,2026-03-18,47,5,2
CUST000894,2026-03-19,62,3,2
CUST000644,2026-03-20,158,2,1
CUST002661,2026-03-21,92,1,8
CUST006829,2026-03-22,149,4,5
CUST006721,2026-03-23,150,9,19
CUST008466,2026-03-24,11,5,19
CUST009765,2026-03-25,14,1,1
CUST005547,2026-03-26,26,6,3
CUST005092,2026-03-27,149,2,11
CUST000310,2026-03-28,74,8,8
CUST009586,2026-03-29,174,9,16
CUST003826,2026-03-30,187,3,10
CUST002779,2026-03-31,44,6,3
CUST002645,2026-04-01,196,8,12
CUST008948,2026-04-02,39,3,10
CUST001002,2026-04-03,39,4,18
CUST000887,2026-04-04,6,3,4
CUST004917,2026-04-05,210,9,11
CUST002711,2026-04-06,200,3,4
CUST003318,2026-04-07,194,9,2
CUST006162,2026-04-08,160,2,19
CUST000459,2026-04-09,207,3,19
CUST006846,2026-04-10,190,9,2
CUST005744,2026-04-11,51,4,7
CUST000115,2026-04-12,50,3,10
CUST004764,2026-04-13,204,2,2
CUST000277,2026-04-14,134,4,8
CUST001412,2026-04-15,5,3,19
CUST000025,2026-04-16,20,7,11
CUST000745,2026-04-17,179,3,3
CUST004571,2026-04-18,69,7,1
CUST003217,2026-04-19,57,6,2
CUST004988,2026-04-20,209,3,15
CUST006322,2026-04-21,82,4,3
CUST002337,2026-04-22,30,8,18
CUST007902,2026-04-23,177,2,6
CUST007991,2026-04-24,47,1,14
CUST003726,2026-04-25,160,1,7
CUST005157,2026-04-26,86,6,9
CUST003029,2026-04-27,212,7,12
CUST006410,2026-04-28,54,2,19
CUST004003,2026-04-29,224,2,1
CUST003641,2026-04-30,9,4,2
CUST003812,2026-05-01,102,2,10
CUST005454,2026-05-02,6,8,3
CUST005658,2026-05-03,34,9,1
CUST008885,2026-05-04,34,8,8
CUST008534,2026-05-05,81,5,12
CUST008226,2026-05-06,206,4,11
CUST005109,2026-05-07,207,4,19
CUST008595,2026-05-08,188,9,5
CUST006882,2026-05-09,156,2,11
CUST007623,2026-05-10,154,5,1
CUST005067,2026-05-11,96,6,19
CUST002213,2026-05-12,193,9,6
CUST006972,2026-05-13,89,6,19
CUST006894,2026-05-14,29,9,14
CUST008610,2026-05-15,145,8,7
CUST007175,2026-05-16,89,3,10
CUST005611,2026-05-17,145,5,6
CUST005277,2026-05-18,42,2,17
CUST009034,2026-05-19,222,4,3
CUST001079,2026-05-20,41,8,1
CUST005912,2026-05-21,187,2,9
CUST002921,2026-05-22,14,8,17
CUST002645,2026-05-23,131,4,12
CUST009116,2026-05-24,157,3,18
CUST000267,2026-05-25,45,9,14
CUST002129,2026-05-26,111,7,11
CUST009165,2026-05-27,226,7,3
CUST009242,2026-05-28,145,4,15
CUST003001,2026-05-29,110,4,1
CUST000323,2026-05-30,230,4,1
CUST001631,2026-05-31,189,7,9
CUST008551,2026-06-01,152,9,12
CUST000080,2026-06-02,121,5,19
CUST000384,2026-06-03,114,2,2
CUST009905,2026-06-04,114,2,17
CUST005591,2026-06-05,122,4,11
CUST003620,2026-06-06,212,1,8
CUST004800,2026-06-07,127,7,14
CUST006916,2026-06-08,215,1,11
CUST001422,2026-06-09,197,3,3
CUST002360,2026-06-10,192,2,11
CUST002831,2026-06-11,162,3,4
CUST007977,2026-06-12,144,9,6
CUST003627,2026-06-13,36,5,12
CUST003269,2026-06-14,129,8,12
CUST006736,2026-06-15,222,2,17
CUST000629,2026-06-16,213,4,19
CUST008977,2026-06-17,144,3,11
CUST000810,2026-06-18,55,4,10
CUST007816,2026-06-19,99,4,19
CUST000724,2026-06-20,10,6,1
CUST005958,2026-06-21,191,1,11
CUST008689,2026-06-22,23,9,3
CUST006510,2026-06-23,195,9,5
CUST002571,2026-06-24,44,3,4
CUST004319,2026-06-25,188,6,12
CUST001750,2026-06-26,29,2,4
CUST002975,2026-06-27,76,7,18
CUST004055,2026-06-28,173,9,18
CUST000767,2026-06-29,90,5,10
CUST007693,2026-06-30,137,2,6
CUST006410,2026-07-01,184,3,16
CUST004462,2026-07-02,83,7,15
CUST002649,2026-07-03,221,5,3
CUST009256,2026-07-04,25,3,1
CUST003043,2026-07-05,192,2,19
CUST000210,2026-07-06,32,9,1
CUST003980,2026-07-07,143,6,9
CUST004942,2026-07-08,147,7,18
CUST006875,2026-07-09,45,8,16
CUST002680,2026-07-10,204,9,7
CUST002435,2026-07-11,54,7,11
CUST003655,2026-07-12,97,8,1
CUST001453,2026-07-13,133,9,10
CUST007537,2026-07-14,228,9,11
CUST000095,2026-07-15,107,1,9
CUST005073,2026-07-16,29,3,11
CUST004306,2026-07-17,205,1,9
CUST000465,2026-07-18,217,7,18
CUST002336,2026-07-19,44,2,16
CUST000756,2026-07-20,161,9,10
CUST004666,2026-07-21,86,2,6
CUST006484,2026-07-22,40,5,16
CUST004332,2026-07-23,201,2,6
CUST002848,2026-07-24,70,2,15
CUST000563,2026-07-25,149,3,1
CUST004191,2026-07-26,13,4,4
CUST009333,2026-07-27,200,8,5
CUST004497,2026-07-28,103,5,16
CUST001849,2026-07-29,55,8,8
CUST002186,2026-07-30,37,1,14
CUST008444,2026-07-31,199,5,7
CUST008274,2026-08-01,236,2,14
CUST006284,2026-08-02,13,4,5
CUST001817,2026-08-03,30,8,6
CUST006275,2026-08-04,60,3,4
CUST009768,2026-08-05,192,5,17
CUST005021,2026-08-06,92,7,17
CUST004683,2026-08-07,239,4,10
CUST007817,2026-08-08,87,6,13
CUST006809,2026-08-09,92,8,5
CUST004673,2026-08-10,105,7,6
CUST008073,2026-08-11,218,7,2
CUST005217,2026-08-12,83,2,16
CUST003283,2026-08-13,99,1,6
CUST008139,2026-08-14,35,6,19
CUST000751,2026-08-15,116,7,16
CUST006840,2026-08-16,238,2,10
CUST009836,2026-08-17,195,3,18
CUST001240,2026-08-18,230,2,4
CUST009620,2026-08-19,135,3,1
CUST008946,2026-08-20,38,2,4
CUST008629,2026-08-21,131,9,10
CUST006592,2026-08-22,16,7,2
CUST005504,2026-08-23,179,6,2
CUST001321,2026-08-24,92,4,10
CUST006707,2026-08-25,179,8,19
CUST008441,2026-08-26,97,7,1
CUST007537,2026-08-27,148,2,6
CUST002483,2026-08-28,25,5,17
CUST004093,2026-08-29,118,3,7
CUST003702,2026-08-30,136,4,14
CUST006713,2026-08-31,94,5,14
CUST007556,2026-09-01,19,1,1
CUST001162,2026-09-02,64,5,5
CUST008073,2026-09-03,113,1,5
CUST006635,2026-09-04,155,1,1
CUST003662,2026-09-05,202,8,6
CUST005773,2026-09-06,224,3,4
CUST002794,2026-09-07,136,8,15
CUST006547,2026-09-08,45,7,19
CUST000381,2026-09-09,19,9,3
CUST001920,2026-09-10,35,2,11
CUST001705,2026-09-11,67,1,8
CUST002719,2026-09-12,127,3,10
CUST004880,2026-09-13,220,1,16
CUST009553,2026-09-14,63,9,6
CUST002197,2026-09-15,83,7,16
CUST008193,2026-09-16,97,4,17
CUST009351,2026-09-17,146,2,12
CUST008493,2026-09-18,144,2,3
CUST004113,2026-09-19,227,2,3
CUST007848,2026-09-20,230,1,8
CUST008374,2026-09-21,43,1,19
CUST007561,2026-09-22,195,9,15
CUST009299,2026-09-23,226,8,11
CUST000829,2026-09-24,29,1,18
CUST004874,2026-09-25,219,3,5
CUST005865,2026-09-26,51,4,9
CUST005382,2026-09-27,145,7,12
CUST004441,2026-09-28,62,8,10
CUST002500,2026-09-29,28,4,15
CUST009793,2026-09-30,129,9,1
CUST002878,2026-10-01,216,8,4
CUST008158,2026-10-02,16,4,3
CUST000720,2026-10-03,117,3,16
CUST001997,2026-10-04,118,1,2
CUST008192,2026-10-05,15,7,13
CUST004983,2026-10-06,91,6,3
CUST004894,2026-10-07,124,2,16
CUST009408,2026-10-08,224,8,19
CUST005345,2026-10-09,208,8,16
CUST009504,2026-10-10,13,2,7
CUST009976,2026-10-11,94,6,11
CUST003807,2026-10-12,177,5,2
CUST007768,2026-10-13,86,2,15
CUST006038,2026-10-14,229,4,19
CUST004412,2026-10-15,69,2,19
CUST007903,2026-10-16,55,9,18
CUST003990,2026-10-17,194,5,7
CUST006296,2026-10-18,100,4,18
CUST005077,2026-10-19,198,7,16
CUST003140,2026-10-20,21,2,14
CUST008847,2026-10-21,187,4,16
CUST000917,2026-10-22,38,2,13
CUST005708,2026-10-23,26,3,2
CUST005944,2026-10-24,68,5,2
CUST006993,2026-10-25,228,9,2
CUST009086,2026-10-26,89,6,14
CUST001988,2026-10-27,134,7,15
CUST001406,2026-10-28,60,4,7
CUST004439,2026-10-29,107,2,16
CUST009887,2026-10-30,202,7,6
CUST006905,2026-10-31,169,9,16
CUST000801,2026-11-01,50,3,15
CUST001466,2026-11-02,65,4,18
CUST007613,2026-11-03,224,3,3
CUST009113,2026-11-04,205,8,18
CUST004830,2026-11-05,44,2,3
CUST009223,2026-11-06,199,6,9
CUST000591,2026-11-07,48,6,11
CUST002620,2026-11-08,163,7,17
CUST006429,2026-11-09,138,5,9
CUST009984,2026-11-10,80,7,9
CUST007120,2026-11-11,27,9,3
CUST002979,2026-11-12,162,1,13
CUST004057,2026-11-13,96,4,10
CUST001644,2026-11-14,197,7,9
CUST003759,2026-11-15,29,7,15
CUST006177,2026-11-16,78,3,7
CUST000093,2026-11-17,51,2,1
CUST009979,2026-11-18,2,8,19
CUST004126,2026-11-19,102,9,11
CUST003104,2026-11-20,210,9,2
CUST004416,2026-11-21,136,5,15
CUST001902,2026-11-22,67,1,6
CUST002006,2026-11-23,78,6,19
CUST008021,2026-11-24,182,1,16
CUST004177,2026-11-25,46,8,12
CUST006702,2026-11-26,131,5,4
CUST004215,2026-11-27,230,6,14
CUST009699,2026-11-28,53,9,6
CUST002978,2026-11-29,133,9,15
CUST004491,2026-11-30,54,3,6
CUST005172,2026-12-01,158,4,9
CUST001061,2026-12-02,121,5,17
CUST004063,2026-12-03,181,9,10
CUST005912,2026-12-04,222,3,14
CUST000700,2026-12-05,48,5,13
CUST009006,2026-12-06,234,7,12
CUST009885,2026-12-07,100,8,15
CUST001935,2026-12-08,202,4,14
CUST000265,2026-12-09,18,6,14
CUST006770,2026-12-10,200,7,4
CUST008363,2026-12-11,69,2,19
CUST004468,2026-12-12,188,7,12
CUST002986,2026-12-13,94,6,2
CUST004724,2026-12-14,130,3,19
CUST009122,2026-12-15,125,8,8
CUST009705,2026-12-16,100,6,4
CUST006728,2026-12-17,193,5,12
CUST002248,2026-12-18,123,8,17
CUST008000,2026-12-19,55,7,1
CUST007262,2026-12-20,47,6,1
CUST000603,2026-12-21,239,1,14
CUST003397,2026-12-22,0,9,2
CUST008236,2026-12-23,115,6,6
CUST001733,2026-12-24,121,4,9
CUST009009,2026-12-25,135,8,7
CUST009845,2026-12-26,203,8,4
CUST007200,2026-12-27,98,2,8
CUST000652,2026-12-28,113,5,8
CUST000371,2026-12-29,169,9,12
CUST004758,2026-12-30,157,2,13
CUST006983,2026-12-31,35,3,2
CUST003752,2027-01-01,137,3,14
CUST000464,2027-01-02,81,6,1
CUST004694,2027-01-03,46,5,17
CUST000569,2027-01-04,77,5,13
CUST005483,2027-01-05,207,1,18
CUST003908,2027-01-06,181,6,5
CUST004853,2027-01-07,166,6,11
CUST006729,2027-01-08,5,7,9
CUST007114,2027-01-09,155,8,10
CUST009398,2027-01-10,1,7,9
CUST001431,2027-01-11,13,1,9
CUST003911,2027-01-12,185,1,9
CUST003029,2027-01-13,239,6,16
CUST007025,2027-01-14,162,2,4
CUST003893,2027-01-15,28,4,3
CUST005612,2027-01-16,7,1,8
CUST005420,2027-01-17,11,7,3
CUST009899,2027-01-18,144,9,1
CUST004398,2027-01-19,132,5,12
CUST000393,2027-01-20,116,4,17
CUST002607,2027-01-21,188,3,18
CUST003577,2027-01-22,117,3,16
CUST009480,2027-01-23,134,2,14
CUST000129,2027-01-24,76,9,9
CUST001669,2027-01-25,54,1,14
CUST004883,2027-01-26,214,3,4
CUST005885,2027-01-27,19,9,4
CUST009521,2027-01-28,30,8,8
CUST006962,2027-01-29,127,3,6
CUST006023,2027-01-30,75,9,3
CUST000221,2027-01-31,210,1,6
CUST007156,2027-02-01,154,1,12
CUST009082,2027-02-02,125,9,10
CUST009496,2027-02-03,155,2,10
CUST002580,2027-02-04,209,5,13
CUST002368,2027-02-05,47,4,10
CUST000481,2027-02-06,51,1,8
CUST000973,2027-02-07,11,5,18
CUST008414,2027-02-08,47,7,5
CUST009815,2027-02-09,142,4,8
CUST008511,2027-02-10,125,2,19
CUST006865,2027-02-11,233,1,10
CUST006270,2027-02-12,45,2,17
CUST002997,2027-02-13,34,7,9
CUST009945,2027-02-14,198,4,5
CUST001668,2027-02-15,33,1,17
CUST009734,2027-02-16,109,2,3
CUST002232,2027-02-17,85,9,14
CUST002551,2027-02-18,130,8,2
CUST000655,2027-02-19,197,4,15
CUST008439,2027-02-20,2,5,6
CUST003585,2027-02-21,177,9,19
CUST001696,2027-02-22,232,3,18
CUST000220,2027-02-23,113,2,6
CUST005237,2027-02-24,44,2,12
CUST009692,2027-02-25,92,2,2
CUST003920,2027-02-26,113,4,10
CUST007545,2027-02-27,117,2,15
CUST001490,2027-02-28,124,7,13
CUST003200,2027-03-01,71,8,13
CUST003899,2027-03-02,213,9,10
CUST004424,2027-03-03,130,2,6
CUST003174,2027-03-04,13,6,1
CUST003855,2027-03-05,0,5,18
CUST004891,2027-03-06,46,1,9
CUST006058,2027-03-07,92,9,12
CUST001963,2027-03-08,109,2,8
CUST007410,2027-03-09,202,4,2
CUST000719,2027-03-10,47,6,8
CUST008831,2027-03-11,74,3,2
CUST006180,2027-03-12,103,3,14
CUST007902,2027-03-13,75,6,17
CUST001414,2027-03-14,107,9,5
CUST000750,2027-03-15,18,8,9
CUST000175,2027-03-16,74,9,15
CUST008325,2027-03-17,133,2,15
CUST002452,2027-03-18,225,7,7
CUST009096,2027-03-19,66,7,5
CUST000903,2027-03-20,24,5,19
CUST008779,2027-03-21,31,6,3
CUST009399,2027-03-22,239,7,11
CUST002677,2027-03-23,29,5,12
CUST009977,2027-03-24,153,2,5
CUST001954,2027-03-25,169,1,16
CUST009280,2027-03-26,237,2,7
CUST000932,2027-03-27,57,1,14
CUST000123,2027-03-28,150,3,19
CUST006179,2027-03-29,163,6,10
CUST004129,2027-03-30,119,8,14
CUST006716,2027-03-31,63,9,16
CUST005612,2027-04-01,104,8,6
CUST008969,2027-04-02,219,8,12
CUST002818,2027-04-03,214,6,19
CUST001371,2027-04-04,209,4,11
CUST000190,2027-04-05,102,6,11
CUST006586,2027-04-06,138,5,12
CUST001838,2027-04-07,121,2,12
CUST001225,2027-04-08,214,7,7
CUST005346,2027-04-09,201,1,7
CUST002147,2027-04-10,147,1,5
CUST007121,2027-04-11,54,2,12
CUST009401,2027-04-12,193,1,13
CUST000887,2027-04-13,13,4,10
CUST007479,2027-04-14,174,7,19
CUST002055,2027-04-15,78,5,13
CUST001727,2027-04-16,128,7,5
CUST003142,2027-04-17,205,2,10
CUST000003,2027-04-18,123,6,12
CUST001791,2027-04-19,112,7,14
CUST007842,2027-04-20,73,7,2
CUST004050,2027-04-21,129,9,3
CUST001727,2027-04-22,162,4,12
CUST002538,2027-04-23,94,9,9
CUST000558,2027-04-24,160,6,8
CUST001683,2027-04-25,138,3,15
CUST009056,2027-04-26,169,5,1
CUST009840,2027-04-27,76,6,19
CUST009157,2027-04-28,29,1,3
CUST007218,2027-04-29,35,3,1
CUST002889,2027-04-30,43,8,4
CUST003665,2027-05-01,228,6,17
CUST001800,2027-05-02,209,8,16
CUST008609,2027-05-03,62,6,16
CUST002871,2027-05-04,212,6,15
CUST004663,2027-05-05,134,1,14
CUST003129,2027-05-06,236,8,7
CUST006875,2027-05-07,72,2,17
CUST002981,2027-05-08,235,4,9
CUST004423,2027-05-09,99,3,12
CUST001349,2027-05-10,41,7,18
CUST008956,2027-05-11,234,7,2
CUST009678,2027-05-12,103,8,9
CUST008320,2027-05-13,54,2,16
CUST009515,2027-05-14,38,4,8
CUST000238,2027-05-15,142,2,18
CUST005620,2027-05-16,201,8,6
CUST004934,2027-05-17,233,2,2
CUST004938,2027-05-18,228,2,12
CUST002947,2027-05-19,134,5,5
CUST004857,2027-05-20,79,5,9
CUST001483,2027-05-21,178,1,10
CUST009193,2027-05-22,26,3,16
CUST001517,2027-05-23,68,3,10
CUST001096,2027-05-24,180,2,19
CUST005846,2027-05-25,51,4,19
CUST001738,2027-05-26,220,6,9
CUST002915,2027-05-27,15,8,5
CUST006370,2027-05-28,161,8,10
CUST001654,2027-05-29,148,8,10
CUST007805,2027-05-30,165,7,17
CUST005032,2027-05-31,178,1,9
CUST003043,2027-06-01,114,1,11
CUST005914,2027-06-02,37,8,13
CUST001687,2027-06-03,2,9,13
CUST000321,2027-06-04,196,2,19
CUST008818,2027-06-05,17,9,5
CUST005937,2027-06-06,177,6,19
CUST001928,2027-06-07,50,8,2
CUST007649,2027-06-08,214,8,9
